TIC ID,TOI,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,RA,Dec,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity, Stellar Metallicity err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments
378159598,1311.01,PC,APC,10.5819,0.008,38:53.5,33:54.6,6.14113,0.00021,2.007,0.245,8.219997,0.008693,7542.310059,8.00646,,,679.500977,1422,50,556.813,8.3835,8298,276.100006,4.19,0.08,,,,,15,10/17/19,12/17/19,6/1/21 12:02,Likely large planet
405904232,1312.01,PC,PC,10.1098,0.006,06:15.0,09:51.0,11.0765,0.00048,4.893,0.129,4.366469,0.000513,4013.590088,0.472271,13.0376,2.13989,220.429001,1073,50,316.176,2.1845,6460,546.299988,4,0.08,1.75,0.29,,,15,10/17/19,12/17/19,8/6/21 0:00,
136848581,1314.01,PC,PC,9.90482,0.006,10:59.5,33:06.8,2.63999,0.00043,2.824,0.382,0.901535,0.001149,830,1.05871,7.79276,,632.614,1397,16,285.36,2.3665,5155,122,,,2.72,,,,"15,16",10/17/19,5/20/20,6/1/21 12:02,Noisy evolved star; low SNR transit
167092385,1318.01,PC,PC,10.151,0.018,14:53.9,05:39.2,4.99024,0.00217,2.059,0.327,1.510223,0.006709,1390,6.17909,,,,,9,343.728,,,,,,,,,,15,10/17/19,5/20/20,6/1/21 12:02,
167403519,1320.01,PC,PC,10.334,0.038,21:17:18,06:17.5,3.97122,0.00077,4.037,0.566,6.654198,0.007035,6110,6.47936,,,,,35,340.289,,,,,,,,,,15,10/17/19,5/20/20,6/1/21 12:02,
240450679,1322.01,PC,APC,10.0819,0.01,34:06.6,55:54.4,3.37644,0.00031,1.437,0.263,6.305993,0.014758,5791.200195,13.5921,,,1059.26001,1589,33,713.725,18.6495,8639.700195,475.700012,3.96,0.07,,,,,15,10/17/19,12/17/19,6/1/21 12:02,TFOP FP
266688542,1324.01,PC,PC,10.1894,0.008,24:05.7,23:04.8,2.94527,0.00186,2.549,0.484,1.347148,0.004038,1240,3.71925,5.72314,0.447889,1321.05,1679,22,339.736,3.9305,6854,347.9,4.1,0.1,1.79,0.07,,,"15,16",10/17/19,5/20/20,6/1/21 12:02,
275111900,1326.01,PC,APC,8.6746,0.006,32:49.6,04:19.9,8.04169,0.00089,5.191,0.307,4.760004,0.0015,4374.529785,1.38143,,,3604.879883,2158,79,285.587,,8286,179,,,,,,,15,10/17/19,12/17/19,6/20/21 0:00,Period could be 2x
312083267,1327.01,PC,PC,8.38189,0.006,13:10.8,43:31.7,3.93958,0.0003,1.948,0.422,1.238445,0.002405,1140,2.21494,15.8197,0.850206,2097.12,1885,28,457.792,7.786,8715,408,3.55,0.08,4.12,0.13,,,"14,15",10/17/19,5/20/20,6/1/21 12:02,Likely synchronized and somewhat V shaped
330332501,1328.01,PC,PC,10.3599,0.03,00:26.5,03:37.6,4.01677,0.00096,2.679,0.499,1.010204,0.002756,930,2.53827,6.47219,0.464065,669.61,1417,10,397.905,4.9305,6585,233.8,3.94,0.09,2.07,0.09,,,"15,16",10/17/19,5/20/20,6/1/21 12:02,
357457104,1330.01,PC,PC,9.521,0.136,02:09.8,46:32.7,1.748063,0.00066,2.166971,0.163,1.537562,0.294618,1415.144287,271.31601,,,,,16.912672,,,,,,,,,,,"15,16",10/17/19,1/21/20,6/1/21 12:02,limited stellar information; likely giant from Gaia DR2 parallax~0.09 and temp~3300K; Transits phased with oot variability
395171208,1333.01,PC,PC,9.03527,0.006,40:03.5,24:24.4,4.72088,0.00009,4.374,0.05,6.326524,0.000196,5810,0.180146,14.2252,0.611843,1076.67,1595,56,200.492,1.195,6696,240.6,4.08,0.09,1.8,0.08,,,"15,16",10/17/19,5/20/20,6/1/21 12:02,
92783821,1336.01,PC,PC,10.2115,0.017,12:04.2,31:28.7,3.86283,0.00059,1.232,0.383,1.847322,0.013511,1700,12.4441,11.0314,1.03936,299.546,1159,10,524.29,8.182,7396,174,3.89,0.08,2.45,0.09,,,"14,15",10/17/19,5/20/20,6/1/21 12:02,
160708862,1337.01,PC,KP,9.8787,0.006,09:04.9,-42:42:17.88,3.34287,0.0005,3.404,0.146,15.649124,0.007402,14310,6.81734,21.2723,0.943513,4769.64,2315,61,427.678,11.068,9364,179.1,4.32,0.07,1.76,0.07,,,11,10/29/19,5/20/20,6/1/21 12:02,
260128333,1338.01,PC,CP,11.4881,0.006,08:31.9,-59:32:27.55,71.416874,0.013343,14.844805,0.929534,2.73114,0.370148,2512.31142,340.861,18.003841,2.618734,65.014425,724.222781,9.207911,399.017,3.1375,5723.2,57,3.6,0.08,3.09254,0.385104,-0.4,0.09,"4,5,6,7,8,9,10,11,12",10/29/19,2/10/21,6/1/21 12:02,some transits may be spurious so period could be at longer interval
269701147,1339.01,PC,CP,8.2929,0.006,08:06.2,51:01.1,8.880251,0.000024,3.040827,0.080806,1.332741,0.017784,1226.746761,16.379503,3.23381,0.314759,99.074489,804.655919,69.52836,53.6089,0.0732,5555.7,313.7,4.49,0.08,0.920435,0.046312,,,"15,16,17,18,19,21,22,24,25",10/30/19,10/7/20,6/1/21 12:02,multi-planet system; candidate .01
269701147,1339.02,PC,CP,8.2929,0.006,08:06.2,51:01.1,28.580332,0.000267,4.446204,0.110615,1.121297,0.024835,1032.219753,22.87392,3.033951,0.250869,20.849989,544.99963,32.885635,53.6089,0.0732,5555.7,313.7,4.49,0.08,0.920435,0.046312,,,"15,16,17,18,19,21,22,24,25",10/30/19,10/7/20,6/1/21 12:02,part of possible multi-planet system
269701147,1339.03,PC,CP,8.2929,0.006,08:06.2,51:01.1,38.351829,0.000368,5.4869,0.139688,1.139147,0.028039,1048.642702,25.824326,3.021025,0.274319,14.086856,494.109575,38.59364,53.6089,0.0732,5555.7,313.7,4.49,0.08,0.920435,0.046312,,,"15,16,17,18,19,21,22,24,25",11/15/19,10/7/20,6/1/21 12:02,period updated
233390838,1341.01,PC,APC,9.53591,0.006,06:14.2,29:26.8,6.44758,0.00008,2.581,0.058,12.22547,0.124597,11196.91699,114.751877,19.620199,5.37634,557.880981,1353,203,236.568,1.558,6477.600098,101.599998,4.13,0.09,1.73,0.05,,,"15,16",10/30/19,12/17/19,6/1/21 12:02,TFOP FP; EB
1400770435,1344.01,PC,APC,8.88797,0.006,39:50.8,04:44.3,13.74306,0.00021,2.366,0.102,11.943353,0.161689,10939.9531,148.90973,13.1494,1.29529,95.8272,871,118,121.182,0.27,5941.5,161.9,4.23,0.08,1.37,0.07,,,"14,15,16,17,18,19",10/30/19,4/20/21,6/1/21 12:02,TICv8 JOIN; refer to TOI 1140.01 (TIC 320525204) ; TFOP FP
160487753,1345.01,PC,PC,10.8049,0.007,52:07.6,24:24.3,8.47134,0.00488,6.989,1.941,0.586456,0.201769,540,185.819,16.9325,,3465.35,2137,9,788.93,11.542,5146,122,,,4.88,,,,"15,16,19",10/30/19,5/20/20,6/1/21 12:02,Marginal
219852882,1346.01,PC,PC,10.7261,0.006,06:29.4,50:35.9,5.502538,0.000044,2.823092,0.282888,0.924909,0.056868,851.510038,52.37622,2.283409,1.012419,102.664882,811.84894,14.039288,115.45,0.322,4965,124,4.56,0.09,0.784109,0.049472,,,"14,15,16,17,18,19,20,21,22,23,24,25,26",10/30/19,9/23/20,6/1/21 12:02,multi; potential level 1 candidate
219852882,1346.02,PC,PC,10.7261,0.006,06:29.4,50:35.9,1.762256,0.000009,0.757602,0.142698,0.757135,0.0551,697.104296,50.747604,2.12006,1.729242,468.540893,1186.606232,13.108834,115.45,0.322,4965,124,4.56,0.09,0.784109,0.049472,,,"14,15,16,17,18,19,20,21,22,23,24,25,26",2/21/20,9/11/20,6/1/21 12:02,Candidate interior to TOI 1346.01 (5.5d). check for TTVs. Contaminating bright star 1 pixel away.
229747848,1347.01,PC,PC,10.7157,0.007,41:18.4,17:24.2,0.847439,0.000006,0.897601,0.149808,0.466128,0.031459,429.227414,28.97429,1.881252,0.876686,1876.079661,1678.543375,16.758696,147.476,1.0425,5300,143.2,4.56,0.08,0.846387,0.04344,,,"14,15,16,17,19,20,21,22,23,24,25,26",10/30/19,9/23/20,6/1/21 12:02,multi
229747848,1347.02,PC,PC,10.7157,0.007,41:18.4,17:24.2,4.841665,0.000091,2.347552,0.553854,0.464688,0.055888,427.901661,51.473343,1.777293,2.07531,183.683346,938.938604,7.525532,147.476,1.0425,5300,143.2,4.56,0.08,0.846387,0.04344,,,"14,15,16,17,19,20,21,22,23",7/16/20,7/17/20,6/1/21 12:02,potential L1 candidate in multi-planet system; low SNR; check neighbors
272635712,1349.01,PC,APC,9.34822,0.006,24:38.9,27:53.1,12.71672,0.00223,2.529,0.466,0.421484,0.001742,388.126007,1.60411,2.7546,0.37246,34.138699,673,9,130.242,1.246,5711.100098,365,4.24,0.07,1.27,0.15,,,16,10/30/19,12/17/19,6/1/21 12:02,Low SNR; potential level 1 candidate
233953967,1350.01,PC,PC,10.3589,0.006,21:34.8,27:45.6,5.54019,0.00135,7.158,0.603,2.783049,0.004837,2560,4.45481,17.1728,1.11112,1996.7,1862,14,598.635,7.655,6415,152.8,3.49,0.09,3.39,0.15,,,"14,15,16",10/30/19,5/20/20,6/1/21 12:02,Too large to be a planet; likely EB
1718201850,1351.01,PC,APC,10.3267,0.02,06:59.2,42:43.9,5.92936,0.00025,3.175,0.197,13.579949,0.001569,12429.7002,1.44466,,,,,193,125.308,16.6305,,,,,,,,,"14,15,16,17",10/30/19,12/17/19,6/1/21 12:02,Could be on TOI 1183 (258777137); TFOP FP
336740528,1352.01,PC,APC,10.4209,0.006,18:57.3,08:56.4,5.29625,0.00054,3.07,0.134,5.16,0.002171,4741.259766,1.99973,14.6325,2.04104,360.497009,1213,57,315.0431,,5958.700195,484.299988,,,1.93,0.29,,,"16,17",10/30/19,12/17/19,6/1/21 12:02,
279177746,1353.01,PC,PC,10.1503,0.075,55:32.4,30:07.5,4.43126,0.00207,1.724,0.712,1.945209,0.043189,1790,39.778,8.75108,1.46,2468.19,1963,9,464.209,8.1325,9706,667.9,4.29,0.12,1.87,0.14,,,"15,16",10/30/19,5/20/20,6/1/21 12:02,likely variability; low snr
372264750,1355.01,PC,PC,8.65269,0.006,05:13.8,46:31.1,2.17026,0.00001,2.221,0.112,6.643273,0.000462,6100,0.425468,15.6224,0.58248,10584.8,2825,272,248.148,1.6655,9218,636.1,4.27,0.09,1.85,0.07,,,"16,17,18",10/30/19,5/20/20,6/1/21 12:02,
277566483,1356.01,PC,PC,8.9468,0.044,44:46.7,30:07.8,24.28546,0.00102,16.998,0.542,8.173711,0.000393,7500,0.362001,,,7003.94,2548,18,4772.59,1787.66,8381.3,409.2,,,,,,,"15,16",10/30/19,12/14/20,6/1/21 12:02,likely EB; need stellar radius estimate; period is 2x12 days
330468175,1360.01,PC,PC,10.0146,0.021,00:39.9,47:09.6,0.70902,0.00036,2.49,0.287,0.619046,0.001297,570,1.19453,5.18865,0.325913,65312,4453,19,533.615,8.445,8999,297.4,4.05,0.07,2.36,0.07,,,"15,16",10/30/19,5/20/20,6/1/21 12:02,Raw light curve aperture 2 and 3 look like they have different depths. Possible depth/aperture correlation and EB.
277447970,1361.01,PC,PC,10.2202,0.006,23:19.1,48:52.9,2.23788,0.00009,3.331,0.317,5.398651,0.000715,4960,0.658217,11.9527,0.498057,4103.5,2229,39,339.994,3.1195,7050,166.7,4.19,0.09,1.66,0.07,,,"15,16",10/30/19,5/20/20,6/1/21 12:02,rapidly rotating star
395142888,1362.01,PC,PC,9.7736,0.032,21:12.2,33:38.9,1.91678,0.0003,1.319,0.261,0.56473,0.002349,520,2.16329,18.6666,,1719.83,1794,11,975.533,39.1355,8129,122,,,7.39,,,,"16,17",10/30/19,5/20/20,6/1/21 12:02,Variable star
230017325,1363.01,PC,PC,10.3843,0.007,25:52.6,46:33.8,9.6926,0.00059,2.492,0.504,1.151491,0.002452,1060,2.25813,11.8859,0.824318,77.2081,825,14,615.12,10.067,6012,128.6,3.39,0.08,3.51,0.17,,,"14,15,16,17,18,19",10/30/19,5/20/20,6/1/21 12:02,Potentially blended; matches TIC 230017324 (TOI 1280.01); 4 sigma odd-even
26880783,1364.01,PC,PC,9.2118,0.007,33:46.5,27:52.3,1.77587,0.00038,2.069,0.239,0.749417,0.000778,690,0.716466,8.71075,0.40802,8758.41,2695,19,595.288,12.256,9598,143.1,3.81,0.06,3.23,0.1,,,16,10/30/19,5/20/20,6/1/21 12:02,Rs 3.2
120602501,1366.01,PC,APC,8.48216,0.006,30:44.8,00:13.5,7.43062,0.00051,3.285,0.11,8.796388,0.081083,8069.041992,74.677727,27.0219,5.38696,616.197021,1388,33,118.59,0.437,5705,185.100006,3.97,0.07,1.73,0.11,,,16,10/30/19,12/17/19,6/1/21 12:02,2x period
155005217,1369.01,PC,PC,10.4216,0.01,00:58.5,32:57.5,7.60475,0.00112,5.678,0.145,4.635116,0.000592,4260,0.545066,12.3018,0.626678,2512.15,1972,42,516.299,21.2785,9139,167.7,4.29,0.08,1.8,0.09,,,16,10/30/19,5/20/20,6/1/21 12:02,Possibly twice the period
162130054,1371.01,PC,APC,9.948,0.008,04:28.2,01:07.6,5.01036,0.00009,2.842,0.107,15.616409,0.205377,14280.29981,189.141006,23.8353,2.96164,1116.810059,1610,148,302.295,3.712,6527,154.100006,4.11,0.09,1.81,0.08,,,16,10/30/19,12/17/19,6/1/21 12:02,Possible secondary
176899385,1373.01,KP,KP,9.995771,0.006,39:05.8,27:57.6,3.85288,0.00005,3.263,0.175,9.574859,0.001165,8780,1.07298,14.9692,0.834881,1107.89,1607,176,275.358,3.5905,6893.4,147.5,4.22,0.1,1.57,0.09,-0.0340897,0.0272165,"16,17",10/30/19,5/20/20,6/1/21 12:02,HAT-P-6 b
190743990,1376.01,PC,PC,10.2566,0.006,43:08.9,38:48.5,1.73866,0.00018,1.273,0.402,1.108016,0.004061,1020,3.74003,4.89549,0.376783,934.846,1540,13,240.012,1.8065,6026,128.9,4.16,0.08,1.45,0.06,,,"15,16",10/30/19,5/20/20,6/1/21 12:02,
249812036,1378.01,PC,APC,9.624,0.013,39:08.5,25:35.6,5.77804,0.00028,2.378,0.154,5.627817,0.240713,5170,221.68,29.0823,4.88751,2065.04,1878,51,547.399,9.159,8224,161.9,3.81,0.07,2.92,0.1,,,"16,17",10/30/19,5/20/20,6/1/21 12:02,2 stars in pixel
252490659,1379.01,PC,APC,10.3842,0.006,57:26.4,08:27.0,0,0,4.119,0.273,19.855291,1.933897,18121.19922,1779.599976,30.6957,9.6565,449.946991,1283,33,366.242,4.5155,5984,82.800003,3.98,0.08,2.07,0.06,,,16,10/30/19,12/17/19,6/1/21 12:02,Single transit
275722992,1381.01,PC,PC,10.379,0.019,15:08.4,53:58.8,6.56034,0.00137,3.032,0.508,1.705945,0.003873,1570,3.56728,10.6631,0.627634,1676.02,1782,14,737.108,18.431,9976,352,4.01,0.06,2.62,0.08,,,"15,16",10/30/19,5/20/20,6/1/21 12:02,2 stars in pixel
343019899,1386.01,PC,PC,10.0618,0.006,18:01.0,19:08.6,0,0,5.694,0.842,4.079164,0.002161,3750,1.99008,6.551,0.370296,,,18,146.858,0.6835,5769,146.5,4.43,0.08,1.03,0.05,,,"16,17",10/30/19,5/20/20,6/1/21 12:02,single transit
346338552,1388.01,KP,KP,9.76031,0.006,57:46.9,40:29.7,4.46491,0.0002,2.703,0.214,17.026871,0.003487,15560,3.21152,15.2857,0.71242,437.171,1273,124,158.979,0.971,6051.2,106.5,4.35,0.08,1.18,0.05,0.15784,0.00681689,16,10/30/19,5/20/20,6/1/21 12:02,HAT-P-1b
353038705,1389.01,PC,PC,9.957501,0.006,12:31.7,21:52.8,3.06317,0.00037,1.831,0.161,0.803742,0.00176,740,1.62131,,,168.9,1004,11,,,5086.8,115.6,,,,,,,"15,16",10/30/19,5/20/20,6/1/21 12:02,Need stellar radius
416987878,1392.01,PC,PC,10.399,0.029,31:34.1,19:14.6,2.86876,0.00042,2.422,0.362,1.118885,0.002364,1030,2.17774,8.48351,0.518841,2571.69,1983,12,594.193,10.8995,8342,285.2,3.9,0.08,2.65,0.09,,,"15,16",10/30/19,5/20/20,6/1/21 12:02,
430528566,1393.01,PC,PC,10.1993,0.006,12:41.1,54:03.2,0.55909,0.00003,0.955,0.258,1.075411,0.009284,990,8.55091,,,,,16,248.79,2.1445,,,,,,,,,"16,17",10/30/19,4/20/21,6/1/21 12:02,Rs 1.2 from Gaia
431156009,1394.01,PC,PC,9.44275,0.006,41:35.0,57:55.0,2.95635,0.00095,3.969,0.374,0.662501,0.155368,610,143.089,6.41904,2.09444,21426.9,3370,16,195.022,1.5465,6294,142.8,4.13,0.09,1.58,0.07,,,"16,17",10/30/19,5/20/20,6/1/21 12:02,Potential level 1 candidate
468472950,1395.01,PC,PC,10.1277,0.006,25:08.0,53:16.2,0.98736,0.00017,1.464,0.252,0.401797,0.001333,370,1.22746,3.41784,0.282621,2591.32,1987,10,279.953,6.32,6301.3,135.2,4.07,0.09,1.69,0.1,0,0.009,"15,16",10/30/19,5/20/20,6/1/21 12:02,
66445643,1398.01,PC,APC,8.6291,0.008,45:32.7,09:41.6,6.55236,0.00189,2.74,0.449,1,0.001976,920.609985,1.82005,,,815.83197,1521,19,648.398,19.9495,8918,182.899994,3.51,0.07,,,,,"16,17",10/30/19,12/17/19,6/1/21 12:02,TFOP FP
66783360,1399.01,PC,PC,10.2107,0.006,47:53.0,55:05.1,1.38155,0.00015,2.263,0.614,1.314536,0.00526,1210,4.84501,5.02044,0.402069,5517.28,2401,22,252.396,3.0125,6483,147.9,4.28,0.08,1.38,0.06,,,"16,17",10/30/19,5/20/20,6/1/21 12:02,
259126549,1401.01,PC,APC,10.9828,0.006,25:38.8,06:46.7,7.38448,0.00012,4.538,0.118,23.04194,0.00193,20998.8,1.77768,,,433.544,1271,184,383.166,,6149.2,239.7,,,,,,,16,10/30/19,5/8/20,6/1/21 12:02,Retired as TFOP FP. TICv8 Rs = 1.43 Rsun; Rp ~ 24 Re
328750515,1403.01,PC,PC,10.7387,0.006,09:08.9,56:20.3,2.33535,0.00153,3.857,0.287,3.741371,1.366379,3440,1257.69,25.3417,8.15865,35671.1,3828,27,482.603,9.0575,7577,141.5,4.05,0.08,2.08,0.08,,,"16,17",10/30/19,5/20/20,6/1/21 12:02,
352239069,1404.01,PC,PC,10.9425,0.006,28:47.1,36:53.2,6.869728,0.000163,3.966186,0.314487,0.957539,0.096793,881.536879,89.14604,3.259938,0.445141,244.613587,1008.648608,7.539393,247.074,1.2355,6051.5,118.3,4.48,0.08,1.02659,0.044774,,,"14,15,16,26",10/30/19,9/11/20,6/1/21 12:02,Low SNR; could be variability; young star
231736113,1406.01,PC,CP,11.4266,0.006,28:30.7,-48:24:32.64,10.573982,0.000022,4.04,0.16,5.944363,0.001046,5460,0.963427,9.43898,0.456139,171.146,1007,51,414.23,5.0325,6519,135.5,4.36,0.08,1.27,0.06,,,"4,5,6,31,32,33",10/31/19,2/19/21,6/1/21 12:02,Confirmed brown dwarf; paper led by Theron Carmichael
69747919,1407.01,KP,KP,7.7275,0.006,26:18.3,-18:00:41.99,9.978572,0.000022,3.6,,0.229115,,211,,2.543,2.543,,,9.3,80.8994,0.4704,6073.5,6064.9,4.1,0.3,1.5,1.51,,,2,10/31/19,5/15/20,6/1/21 12:02,K2-167b
364186197,1408.01,PC,PC,8.82374,0.006,54:02.7,34:50.3,4.424575,0.00001,1.566191,0.031936,2.511256,0.040425,2310.279149,37.23246,11.64937,3.871025,1084.702012,1463.68412,70.08798,139.484,0.4175,6594,709.2,4.23,0.16,1.48504,0.114601,,,"16,17,18,19,24,25",11/6/19,9/11/20,6/1/21 12:02,TOI 1408 under investigation the observing notes read
115771549,1409.01,PC,APC,8.3764,0.006,39:15.8,53:22.0,4.718228,0.00038,4.597317,0.482,3.041388,0.043958,2797.302246,40.486118,6.001555,0.059837,329.597656,1086.715332,64.800194,83.2324,,6112,254.600006,,,2.74,0.23,,,16,11/6/19,12/17/19,8/6/21 0:00,
199444169,1410.01,PC,PC,10.1917,0.006,19:31.9,33:37.1,1.216835,0.00016,1.09763,0.21,1.612334,0.07262,1483.91272,66.883118,2.943638,0.218525,565.541504,1243.757935,18.063879,72.7512,0.1604,4634.600098,106.699997,4.51,0.1,0.778749,0.03,,,16,11/6/19,12/17/19,6/1/21 12:02,potential L1
116483514,1411.01,PC,PC,9.1043,0.006,31:47.0,03:20.0,1.452042,0.000011,1.51925,0.115206,0.397893,0.022267,366.405754,20.508575,1.340201,0.675857,276.019086,1039.571891,15.698917,32.4778,0.0225,4184,124.368,4.57376,0.107379,0.68962,0.063791,,,"16,23,24",11/6/19,9/11/20,6/1/21 12:02,TOI 1411 under investigation; potential L1 candidate; centroid offset
116483734,1412.01,PC,APC,11.0997,0.006,32:15.8,51:38.7,4.731975,0.000355,0.827828,0.099809,4.609335,0.409565,4236.355957,377.152557,6.824999,11.278502,53.912502,691.101929,10.657921,81.0643,0.3566,4223.450195,133.401993,4.61744,0.110498,0.660827,0.064304,-0.173769,0.0128292,16,11/6/19,12/17/19,6/1/21 12:02,
119700084,1413.01,PC,PC,10.1188,0.006,13:00.8,37:39.3,6.116688,0.000728,0.532622,0.598871,1.773,0.261075,1631.660767,240.429916,3.718569,8.670165,149.079483,891.198059,7.954413,115.417,1.1235,5427,141.322006,4.51461,0.083056,0.890109,0.050472,,,16,11/6/19,12/17/19,6/1/21 12:02,Check nearby stars; Potential L1 candidate
125442121,1414.01,PC,APC,11.029,0.009,26:19.1,33:10.6,3.01963,0.000177,3.60455,0.040758,14.403037,0.450187,13178.08594,414.551788,18.764231,0.858742,2558.890625,1813.980713,22.188715,460.951,7.9325,7128,132.115005,4.23768,0.08651,1.58815,0.067116,,,16,11/6/19,12/17/19,6/1/21 12:02,Possible EB and very active star
148782377,1415.01,PC,PC,8.39816,0.006,36:08.9,22:42.4,14.419358,0.002257,5.163571,0.199971,1.184207,0.068483,1090.100177,63.073494,4.783583,0.487979,186.899216,943.021554,16.147219,112.152,0.3305,6383,130.424,4.24518,0.086178,1.41048,0.064925,,,23,11/6/19,5/7/20,6/1/21 12:02,variable star
158025009,1416.01,PC,PC,9.0739,0.006,27:41.6,57:10.7,1.069606,0.000155,1.476588,0.278406,0.500119,0.046964,460.520791,43.25454,1.770756,1.608937,945.960557,1414.451324,8.87343,55.0135,0.07735,4946,128.622,4.53834,0.091403,0.801873,0.053216,,,23,11/6/19,5/7/20,6/1/21 12:02,TOI 1416 under investigation; potential L1 candidate
164173105,1417.01,PC,CP,8.51017,0.007,23:18.1,02:05.7,3.072641,0.000099,2.229581,0.018431,11.660822,0.263348,10682.5459,242.522629,19.727737,0.98877,2446.887207,1793.796753,34.392918,151.528,1.042,7164,169.485992,4.25661,0.08376,1.55831,0.058957,,,16,11/6/19,12/17/19,6/1/21 12:02,Likely EB
311035838,1419.01,KP,KP,10.7164,0.006,44:22.6,01:42.8,2.899733,0.000065,2.049797,0.026909,14.097105,0.115437,12899.98633,106.316055,9.651737,0.549119,307.130554,1067.703125,118.156487,134.554,0.4785,5224,118.050003,4.55801,0.080411,0.821721,0.045658,0.41,0.08,16,11/6/19,12/17/19,6/1/21 12:02,HAT-P-3 b
321857016,1420.01,PC,PC,11.2287,0.006,31:46.0,20:56.4,6.956113,0.000015,3.3628,0.034057,17.500372,0.13878,15989.2311,127.81271,12.090823,0.697747,136.955769,872.498788,124.317764,201.918,0.9145,5387,136.579,4.46259,0.085317,0.940037,0.053518,,,"16,24",11/6/19,9/23/20,6/1/21 12:02,TOI 1420
329277372,1421.01,PC,APC,10.5998,0.006,10:31.3,16:56.8,2.887829,0.00009,3.715799,0.022488,51.997741,0.825777,46762.97266,760.279236,23.120987,0.19927,634.250427,1279.92627,59.001209,74.2281,7.3284,5780,,4.438,,1,,,,16,11/6/19,12/17/19,6/1/21 12:02,Likely EB; Check neighbor
333473672,1422.01,PC,PC,10.1308,0.006,36:57.8,38:21.4,12.99844,0.00334,3.945,0.475,1.010204,0.001961,930,1.80583,3.08969,0.20648,87.9801,853,13,155.141,0.66,5914,125.3,4.46,0.08,1.01,0.05,,,"16,17",11/6/19,5/20/20,6/1/21 12:02,Potential L1 candidate
346418409,1423.01,PC,PC,10.9243,0.006,58:26.3,39:31.4,2.755653,0.00084,3.396728,0.232303,3.103621,0.166421,2854.458984,153.268036,6.414552,7.742217,207.238632,967.692627,15.16427,112.383,0.459,4993,127.120003,4.66918,0.088726,0.696945,0.04299,,,16,11/6/19,12/17/19,6/1/21 12:02,some odd-even
418959198,1424.01,PC,PC,10.5152,0.006,59:37.7,31:03.6,4.897647,0.002144,2.769361,0.438637,1.359637,0.349129,1251.488647,321.508423,4.012561,3.342689,95.044647,796.345764,9.00356,86.8203,0.2944,4528.990234,104.619003,4.48318,0.085912,0.799965,0.052922,-0.0636122,0.0225416,16,11/6/19,12/17/19,6/1/21 12:02,Check nearby stars; potential L1 candidate
350132371,1425.01,PC,APC,9.25755,0.006,56:21.9,59:52.9,1.031834,0.000001,1.753283,0.011096,6.379943,0.034068,5858.913516,31.377464,18.637883,2.1864,6047.829847,2249.15632,194.26457,153.904,3.6525,5810.6,66.9,4.13,0.08,1.49433,0.075188,,,"16,17,18,24",11/12/19,10/7/20,6/1/21 12:02,Stellar modulation is synchronized with transit signal. Could be EB at 2xP
293954617,1430.01,PC,PC,8.3879,0.006,02:27.7,22:38.8,7.434007,0.001097,2.758782,0.247119,0.808891,0.055067,744.738586,50.717613,2.229178,0.605292,72.54644,744.344116,13.492878,41.1706,0.0414,5064,119.117996,4.57887,0.084711,0.78399,0.046266,,,15,11/14/19,12/17/19,8/6/21 0:00,
375506058,1431.01,PC,PC,7.79824,0.006,04:48.9,35:16.9,2.65044,0.00002,2.519451,0.123,6.185012,0.035521,5680.412109,32.715462,16.58602,0.89104,5400.939453,2186.4375,276.019196,148.925,1.027,7400,189.5,4.11,0.08,1.93656,0.1,,,"15,16",11/14/19,12/17/19,6/1/21 12:02,
256783784,1432.01,PC,PC,9.4653,0.006,57:36.4,19:17.0,6.11219,0.00173,2.186,0.387,0.597319,0.002006,550,1.84755,2.17923,0.177318,111.593,905,9,95.1757,0.39625,5587,126.4,4.51,0.08,0.91,0.05,,,"15,16",11/14/19,5/20/20,6/1/21 12:02,TOI 1432 TFOP work in progress
13684720,1433.01,PC,APC,12.4647,0.007,22:09.2,03:53.2,12.437607,0.00025,1.732323,0.034109,149.265378,3.64026,128446.9063,3347.188721,19.739946,2.758378,3.486943,348.522614,51.745399,67.9631,0.1825,3275,157,4.75761,0.007105,0.476997,0.014044,,,"14,15",11/14/19,12/17/19,6/6/21 0:00,
138588540,1434.01,PC,PC,8.0621,0.006,45:31.3,32:28.7,29.889399,0.00286,3.699373,0.410972,0.826123,0.08185,760.597717,75.383881,2.029456,0.938021,12.020799,474.901001,10.564651,37.7873,0.03945,5393.859863,139.682007,4.67802,0.088991,0.735511,0.044638,,,"14,15",11/14/19,12/17/19,6/1/21 12:02,
