TIC ID,TOI,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,RA,Dec,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity, Stellar Metallicity err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments
231663901,101.01,KP,KP,12.4069,0.006,14:56.9,-55:52:18.71,1.430343,0.00004,1.637794,0.026852,21.90892,0.260952,19976.63002,240.31696,13.576368,0.683587,1281.272865,1525.914348,78.23216,375.31,4.411,5600,,4.48851,,0.890774,0.043847,,,27,9/5/18,9/18/20,6/1/21 12:02,WASP-46 b
149603524,102.01,KP,KP,9.7109,0.006,48:33.6,-63:59:17.98,4.411869,0.000068,3.765322,0.016264,15.257948,0.0731,13954.80603,67.325096,14.617671,0.655605,673.803949,1299.430743,183.5356,175.631,0.588,6280,,4.32092,,1.21427,0.054221,0.24,0.05,"1,2,3,4,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,36,37",9/5/18,7/1/21,7/13/21 12:04,WASP 62 b
336732616,103.01,KP,KP,11.5232,0.008,49:49.8,-24:25:43.3,3.547854,0.000149,3.494333,0.049205,11.377523,0.133944,10424.3718,123.359314,14.581841,0.196435,1212.004376,1504.858953,92.5,411.211,7.752,6351,,4.22896,,1.4,,,,1,9/5/18,10/27/20,6/1/21 12:02,HATS-3
231670397,104.01,KP,KP,9.8638,0.006,19:47.9,-58:08:56.16,4.087493,0.00032,5.602984,0.075253,3.826381,0.051854,3518.024086,47.758137,13.667798,0.670757,2242.218597,1755.048963,34.222645,316.678,2.9655,6036,,3.93359,,2.21867,0.102573,,,"1,27",9/5/18,9/18/20,6/1/21 12:02,WASP-73
144065872,105.01,KP,KP,9.4995,0.006,29:49.9,-48:00:11.16,2.18467,0,2.718,0.014,12.448485,0.000077,11400,0.071095,14.167,0.68399,998.015,1565,9,137.544,0.7905,5630,,4.37759,,1.24,0.06,,,"1,28",9/5/18,11/9/20,6/1/21 12:02,WASP-95
38846515,106.01,KP,KP,10.3157,0.006,35:50.4,-64:01:37.34,2.849535,0.000098,3.760864,0.034719,7.891853,0.061151,7242.312292,56.320515,15.822209,0.718955,2935.459795,1877.322061,124.24465,364.411,2.729,6900,,4.438,,1.77457,0.0795,,,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37",9/5/18,7/1/21,7/13/21 12:04,WASP-100b
92352620,107.01,KP,KP,9.6433,0.006,55:08.0,-34:08:08.7,3.949959,0.000128,4.552883,0.028823,14.009334,0.100987,12820.1855,93.008575,19.729856,0.869864,1364.201304,1550.027362,131.48947,211.211,2.4835,6153,,4.18077,,1.71036,0.074613,0.22,0.1,"1,27",9/5/18,9/18/20,6/1/21 12:02,WASP-94A (planet host)
289793076,108.01,KP,KP,13.163,0.01,07:50.8,-26:05:48.19,3.044616,0.000308,2.561663,0.099007,23.639619,0.907821,21537.57521,835.78503,11.916674,0.456252,315.909422,1075.252335,20.395718,421.855,8.339,5523,,4.52192,,0.809868,,,,"1,28",9/5/18,10/5/20,6/1/21 12:02,HATS-13
29344935,109.01,KP,KP,13.2366,0.007,52:51.7,-25:41:14.55,2.766764,0.00027,2.643398,0.116306,17.236283,0.546449,15749.85667,503.17117,12.499106,0.530989,505.883054,1209.573553,17.233343,513.011,9.1275,5346,,4.48823,,0.984866,,,,"1,28",9/5/18,10/1/20,6/1/21 12:02,HATS-14
281459670,110.01,KP,KP,11.6714,0.006,22:28.4,-59:56:33.32,3.174166,0.00018,2.678868,0.062373,17.156276,0.355732,15677.32477,327.5873,14.755899,0.867575,718.965491,1320.677445,35.681557,342.14,2.912,5943,,4.42524,,1.15706,0.063367,-0.1,0.1,"1,2,28,29",9/5/18,11/6/20,6/1/21 12:02,HATS-30
355703913,111.01,KP,KP,13.183,0.006,03:05.9,-62:28:09.54,2.106098,0.000069,1.574766,0.083967,13.580831,0.57385,12430.50297,528.39557,16.683676,14.132685,,,30.581211,508.842,3.896,5380,,4.4337,,0.98,,0.245387,0.0875268,"1,2",9/5/18,10/2/20,6/1/21 12:02,HATS-34
388104525,112.01,KP,KP,11.6035,0.006,43:44.1,-65:11:37.61,2.499739,0.000071,2.868659,0.035676,15.969183,0.148132,14600.52412,136.4257,13.841796,0.723121,907.891996,1400.00084,104.74484,302.448,2.004,5650,,4.28867,,1.13732,0.057776,,,"1,2,3,4,7,11,27,28,29,30,31,34,37",9/5/18,7/9/21,7/13/21 12:04,WASP-119 b
97409519,113.01,KP,KP,12.1893,0.006,10:51.4,-30:44:58.99,3.372877,0.000147,2.63426,0.043644,18.796923,0.230641,17163.60419,212.40587,14.201803,0.154789,615.165921,1270.187448,81.3,448.637,7.508,6050,,4.45061,,1.02,,,,1,9/5/18,10/27/20,6/1/21 12:02,WASP-124
25155310,114.01,KP,KP,10.6103,0.006,13:29.9,-69:13:35.73,3.288742,0.000147,3.435937,0.048154,7.564411,0.079548,6942.866062,73.26365,10.559197,0.547214,759.352049,1338.845742,78.48167,216.526,0.932,5800,,4.28004,,1.24175,0.06108,0.20683,0.0458093,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,36,37",9/5/18,7/1/21,7/13/21 12:04,WASP-126 b
281541555,115.01,KP,KP,13.0417,0.006,26:48.6,-56:18:57.97,4.743395,0.000469,2.315485,0.127594,13.195579,0.503919,12080.021,464.01926,9.854356,0.526957,209.709517,970.564237,16.589449,453.808,3.894,5377,185,4.42476,2.00401,0.877585,,,,"1,2,28,29",9/5/18,11/6/20,6/1/21 12:02,HATS-46
238176110,116.01,KP,KP,11.0443,0.006,51:23.1,-70:09:10.3,2.798686,0.00005,2.331443,0.023035,18.128744,0.10093,16558.56501,92.95573,11.711368,0.725567,332.53955,1089.132144,175.47505,149.942,0.5175,4920,,4.49371,,0.906655,0.055377,0.32,0.08,"27,28",9/5/18,10/5/20,6/1/21 12:02,WASP-91
322307342,117.01,PC,KP,11.7806,0.006,00:01.5,-58:54:17.01,3.586586,0.000399,3.317284,0.109222,6.193585,0.17576,5688.262909,161.86824,16.423135,0.964571,1787.402926,1658.346833,24.577686,603.955,10.2025,5704.8,124.8,3.84,0.08,2.00441,0.105699,-0.25,0.0707107,"1,2,28,29",9/5/18,11/6/20,6/1/21 12:02,HATS-68
266980320,118.01,PC,CP,9.179,0.006,18:14.2,-56:54:14.35,6.03446,0.00001,2.053,0.324,1.825571,0.000846,1680,0.779068,4.63917,0.263023,139.428,957,39,94.1719,0.2512,5586,187,4.36763,0.270247,1.05,0.05,,,"1,28",9/5/18,10/26/20,6/1/21 12:02,HD 219666 b
278683844,119.01,PC,PC,9.2789,0.006,36:57.2,-58:00:58.15,5.541128438,6.94534E-06,2.797366172,0.08040263,0.644758,0.016624,593.6678059,15.311241,2.13836068,0.19622079,122.6134424,848.7001345,35.426395,66.6187,0.1003,5332,184,4.56429,0.272717,0.819657028,0.048995,,,"1,2,3,4,5,6,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37",8/30/18,7/28/21,8/10/21 0:00,Some depth-aperture correlation. TFOP work in progress. Multi candidate. Centroid offset but not centered on another star.
278683844,119.02,PC,PC,9.2789,0.006,36:57.2,-58:00:58.15,10.691736,0.000024,3.351444,0.118344,0.560041,0.021562,515.684139,19.858896,2.095237,0.1689,51.04322,681.717222,22.655346,66.6187,0.1003,5332,184,4.56429,0.272717,0.819657,0.048995,,,"1,2,3,4,5,6,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36",10/19/18,7/14/21,7/26/21 12:04,outer candidate in potential multi
394137592,120.01,KP,CP,7.1062,0.006,17:47.3,-66:21:32.14,11.535076,0.001035,8.555958,0.069027,2.597913,0.031416,2389.90625,28.935114,12.215808,1.480912,,,32.900002,79.5702,0.17345,5479.299805,57,3.77,0.08,2.48771,0.298399,-0.02,0.09,1,9/5/18,12/17/19,6/1/21 12:02,
207081058,121.01,PC,APC,9.9358,0.006,07:28.2,-41:48:55.84,14.76367,0.00027,6.143,0.188,15.89148,0.001088,14530,1.00224,15.9573,0.764266,234.125,1089,119,182.169,1.0865,6053,193,4.3135,0.321619,1.23,0.06,,,"1,28",9/5/18,10/27/20,6/1/21 12:02,low-mass EB; initially thought to be a warm Jupiter candidate with a possible secondary
231702397,122.01,PC,CP,13.084,0.007,11:47.6,-58:56:45.91,5.07803,0.00003,1.09,0.216,4.755065,0.022083,4370,20.3386,2.48083,0.181748,4.01957,394,9,62.118,0.2158,3318,64,4.9581,0.407256,0.33,0.01,,,"1,27,28",9/5/18,10/27/20,6/1/21 12:02,Small star with a small planet candidate
290131778,123.01,PC,CP,7.87598,0.011,18:47.9,-26:36:58.95,3.308907,0.000098,5.666183,0.027021,4.33984,0.025478,3989.16247,23.465498,17.225133,0.874658,4557.443074,2095.55982,169.55592,161.498,2.4235,6188,194,4.27166,2.00586,2.62392,0.132412,,,"1,28",9/5/18,10/5/20,6/1/21 12:02,HD 202772 A b
29831208,124.01,PC,APC,11.1311,0.006,26:19.8,-67:48:22.87,1.842799,0.000002,1.573,0.149,2.685086,1.071014,2470,985.954,35.2852,,2675.13,2003,20,809.252,43.8985,5080,181,4.48159,2.00353,4.09,,,,"1,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31",9/5/18,1/28/21,6/1/21 12:02,known TOI
52368076,125.01,PC,CP,10.1985,0.006,34:22.4,-66:40:34.86,4.65183,0.00002,2.68,0.395,1.010204,0.001388,930,1.27839,2.64543,0.187223,205.309,1054,19,111.059,0.442,5154,182,4.47072,0.28501,0.85,0.05,,,"1,2,28",9/5/18,10/26/20,6/1/21 12:02,TOI-125 b
52368076,125.02,PC,CP,10.1985,0.006,34:22.4,-66:40:34.86,9.165477,0.004614,3.402207,0.445145,1.003517,0.113186,923.846023,104.24276,3.05681,0.363099,73.234725,746.103391,7.748491,111.059,0.442,5154,182,4.47072,0.28501,0.852266,0.049719,,,"1,2,28",9/5/18,10/5/20,6/1/21 12:02,second planet (125.02)
52368076,125.03,PC,CP,10.1985,0.006,34:22.4,-66:40:34.86,19.981867,0.004595,2.991231,0.720831,1.136504,0.121919,1046.211182,112.284874,2.899664,2.696121,26.945604,581.087769,10.261628,111.059,0.442,5154,182,4.47072,0.28501,0.89927,0.116155,,,"1,2",10/19/18,12/17/19,6/1/21 12:02,period is likely correct but possibly two independent single transits
70440470,126.01,PC,KP,12.7923,0.006,37:57.4,-35:09:15.13,3.035469,0.000249,2.778886,0.088703,17.625303,0.443817,16102.45091,408.6872,13.789454,0.793932,726.734021,1324.23061,26.409628,573.027,11.688,5751,189,4.35036,,1.07224,0.053588,,,"1,28",9/5/18,10/5/20,6/1/21 12:02,WASP-12b
234523599,127.01,KP,CP,14.1266,0.007,02:12.4,-61:45:22.08,3.795511,0.000209,1.959927,0.067449,56.113595,1.305376,50369.70248,1201.5728,10.057626,0.386554,18.083279,525.943445,32.727764,140.225,0.86,3424,,4.438,,0.445372,0.01356,,,"1,2,28,29",9/5/18,11/6/20,6/1/21 12:02,HATS-71 b
391949880,128.01,PC,PC,7.9849,0.006,18:05.0,-80:57:51.78,4.940476,0.000008,2.230552,0.101794,0.482318,0.017246,444.13252,15.883732,2.548023,0.271836,438.770153,1167.290683,24.836945,68.4727,0.119,6086,193,4.26269,0.26143,1.12777,0.049523,,,"1,8,11,12,13,27,28,31",9/5/18,7/6/21,7/13/21 12:04,There is a nearby (2
201248411,129.01,PC,CP,9.9005,0.006,00:44.5,-54:49:50.96,0.980965,0.000012,0.750818,0.017458,7.919203,0.133157,7267.32006,122.634514,10.100235,3.267762,719.578415,1320.958828,75.1829,61.7856,0.0805,4486,175,4.49914,0.338797,0.764401,0.062819,,,"2,28,29",9/5/18,11/6/20,6/1/21 12:02,TOI 129.01
263003176,130.01,PC,CP,7.4371,0.006,50:11.2,-83:44:37.56,14.339928,0.003271,4.674277,0.530555,0.443928,0.026551,408.789337,24.453753,2.367528,1.131195,115.245193,835.651978,22.53896,57.5846,0.0945,6295.700195,56.480999,4.438,,1.14366,0.10287,,,"1,12,13",9/5/18,12/17/19,6/1/21 12:02,Centroid shift is almost a pixel away but there is no corresponding star in that position. There are two nearby stars Gmag=13 close to the NW and Gmag=18 to the SE. If the transit signal is on target it is a small planet around a bright star.
235037761,131.01,PC,APC,9.8567,0.006,35:18.9,-64:33:42.9,6.240662,0.000179,1.569129,0.040222,9.940196,0.251547,9113.476719,231.65656,12.720704,4.591968,66.843455,729.26349,50.2,,,4174,172,4.34197,0.433401,0.903104,0.188582,,,1,9/5/18,10/27/20,6/1/21 12:02,V shaped
89020549,132.01,PC,CP,10.8061,0.006,33:35.9,-43:26:12.74,2.10366,0.00002,2.638,0.474,1.129753,0.001772,1040,1.63213,3.02825,0.215204,1079.31,1596,18,163.678,0.987,5673,188,4.55383,0.4189,0.94,0.05,,,"1,28",9/5/18,11/12/20,6/1/21 12:02,Confirmed planet TOI-132 b
219338557,133.01,PC,PC,9.9762,0.006,37:35.4,-58:57:18.28,8.199227,0.000033,2.229889,0.272466,1.103077,0.075356,1015.455819,69.40332,2.20435,0.640908,26.236633,577.22718,11.55123,48.6326,0.06345,4028,170,4.55902,0.201108,0.650533,0.0559,,,"1,28",9/5/18,7/1/21,7/13/21 12:04,TFOP work in progress.
234994474,134.01,PC,CP,9.22978,0.007,20:06.9,-60:03:56.63,1.401529,0.000167,1.239376,0.315853,0.738853,0.061133,680.276934,56.304096,1.635546,0.99583,149.373295,891.636811,9.437463,25.1496,0.0239,3794,69,4.67812,0.063226,0.597007,0.01815,,,"1,28",9/5/18,10/2/20,6/1/21 12:02,Level 1 candidate
267263253,135.01,PC,CP,9.2205,0.006,29:18.9,-76:18:14.52,4.12691,0,4.429,0.017,11.998293,0.000044,10990,0.040855,16.98,0.693566,1451.24,1719,294,196.852,0.774,6888,204,4.23416,0.355654,1.59,0.06,,,"1,27,28",9/5/18,10/26/20,6/1/21 12:02,HD 2685b
410153553,136.01,PC,CP,11.9238,0.008,41:59.1,-69:10:19.59,0.462884,0.000015,0.558822,0.088282,4.885837,0.188836,4489.911922,173.90933,1.354324,0.181575,64.718104,723.396155,25.038494,14.8846,0.0113,3043,63,5.09707,0.426694,0.188624,0.00571,,,"1,27",9/5/18,10/27/20,6/1/21 12:02,Level 1 target. Potential short period small planet around an M dwarf.
277683130,138.01,PC,APC,9.5739,0.006,55:42.2,-61:40:23.73,6.198041,0.000348,2.176782,0.055149,4.048656,0.212282,3722.005859,195.5,8.294924,8.305693,267.799072,1031.744141,17.5,128.488,,5722,189,4.35582,2.00367,1.11119,1.11119,,,1,9/5/18,12/17/19,6/1/21 12:02,
62483237,139.01,PC,PC,9.3636,0.006,25:36.6,-34:54:34.97,11.070804,0.000045,2.516083,0.173545,1.402853,0.106577,1291.240534,98.15653,3.079406,0.309398,22.422052,554.994383,13.696319,42.4061,0.0763,4356,173,4.53491,0.3608,0.700727,0.057528,,,"1,28",9/5/18,7/6/21,7/13/21 12:04,potential L1 planet
140068425,140.01,PC,APC,9.7828,0.006,01:12.4,-49:03:36.28,2.281264,0.00031,1.160193,0.154201,1.223947,0.15391,1126.661949,141.74628,12.738719,22.251356,5760.972098,2221.998148,9.151047,337.105,5.7035,6174,194,4.27404,2.00568,2.35511,0.11186,,,"1,28",9/5/18,10/27/20,6/1/21 12:02,very likely EB; events synchronized with modulations; potential secondary at 0.5 phase
403224672,141.01,PC,CP,7.384,0.006,35:56.1,-59:51:53.38,1.008092,0.000123,1.545466,0.26052,0.21698,0.015235,199.825629,14.031903,1.660778,1.524292,3254.390954,1926.358797,11.333663,48.0883,0.0989,5795.29,44.5804,4.438,,1.13187,0.04892,,,"1,27,28",9/5/18,10/2/20,6/1/21 12:02,HD 213885 b
425934411,142.01,PC,PC,14.7109,0.007,18:25.4,-62:50:52.35,0.853319,0.000024,1.139772,0.074358,30.666932,1.798922,27850.11914,1655.496704,21.801229,12.37259,516.976685,1216.151001,22.001486,320.237,4.469,3658,162,4.438,,1,,,,"1,2",9/5/18,12/17/19,7/26/21 12:04,Gaia stellar radii 0.69 Rsun.
25375553,143.01,PC,KP,9.77486,0.006,55:04.3,-22:36:45.36,2.31097,0,3.129,0.115,8.21747,0.000286,7540,0.263301,17.5403,0.851875,2080.04,1881,153,298.109,6.691,6371,197,3.94807,0.439603,1.95,0.09,,,"1,28",9/5/18,10/1/20,6/1/21 12:02,WASP-111b
261136679,144.01,CP,CP,5.1054,0.006,37:11.8,-80:27:52.57,6.267816,0.000009,2.772,0.214,0.314909,0.000046,290,0.04234,2.01794,0.083249,191.569,1036,29,18.2702,0.0226,5950,,4.438,,1.15,0.05,0.0887839,0.00649598,"1,4,8,11,12,13,27,28,31,34",9/5/18,6/11/21,6/21/21 12:03,Pi Men c
265612438,145.01,PC,PC,11.6789,0.006,12:41.9,-55:58:43.69,5.12944,0.00132,4.832,0.202,3.671756,0.002519,3376.100098,2.32,10.357,0.365187,502.843994,1319,22,438.421,8.695,5430.700195,64.5,4.4,2,1.62,0.04,,,1,9/5/18,12/17/19,6/1/21 12:02,Some confusion about whether source is this star or the close pair of equal brightness stars to the NE (260985864)- but difference image seems to indicate source is more likely to be this star.
393940766,148.01,PC,CP,11.7835,0.006,33:17.0,-38:09:35.38,4.867069,0.000678,3.23175,0.173399,5.370299,0.277904,4934.016164,255.92603,8.242563,0.710538,463.120127,1183.159142,12.098785,395.257,9.729,5814.3,793.8,4.34,2,1.14676,0.059186,,,"1,28",9/5/18,10/2/20,6/1/21 12:02,Planet candidate around 393940766 to the NW.
260985861,149.01,PC,PC,10.8727,0.01,06:32.4,-80:46:04.83,3.339940396,4.69992E-06,4.189442366,0.045229446,9.679027,0.123237,8875.095129,113.4992,,,522.4415844,1219.35225,47.615276,380.81,9.2885,5095.6,1212.6,,,,,,,"11,12,13,27,28",9/5/18,7/28/21,8/10/21 0:00,Source is apparently 260985864- which may be a planet depending on host star size. SG1 should clear the neighbor. Odd-even. No stellar radius.
271893367,150.01,CP,CP,10.9031,0.006,31:51.7,-73:36:21.73,5.857185,0.000562,5.809694,0.085808,6.919937,0.109225,6353.23028,100.59479,13.629503,0.650412,750.960112,1335.131268,40.993496,336.267,1.916,5982.9,108.8,4.03,0.08,1.67987,0.074126,0.211186,0.046085,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37",9/5/18,7/9/21,7/13/21 12:04,TOI 150 b
231081369,153.01,PC,APC,11.7349,0.006,32:17.7,-66:54:58.68,7.631643,0.000009,2.154,0.319,6.905481,0.619003,6340,569.96,13.8187,,290.101,,19,436.225,,6338.3,291.5,4.16,0.2,1.49,,-0.26861,0.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,30,31",9/5/18,1/28/21,6/1/21 12:02,ExoFOP follow-up in progress. TOI 153.
129637892,155.01,PC,PC,9.0284,0.006,24:27.6,-37:51:00.65,5.43636,0.00194,5.974,0.257,8.974991,0.245404,8232.200195,226,18.3741,3.17363,,,27,187.131,1.351,6220.5,151.800003,3.99,0.36,1.84,0.09,,,1,9/5/18,12/17/19,6/1/21 12:02,
140691463,157.01,CP,CP,12.0166,0.006,54:48.3,-76:40:50.18,2.084492,0.000094,2.021803,0.040252,13.608234,0.213503,12455.4273,196.62463,13.362858,0.72465,1085.529912,1463.96333,46.43632,355.683,2.826,5638,133.9,4.35,0.08,1.10646,0.057935,,,"1,2,3,4,5,6,7,8,9,11,12,13,27,28,29,30,31,32,33,34,35,36,37",9/5/18,7/1/21,7/13/21 12:04,TOI-157b (Nielsen+2020); TESS confirmed planet
394657039,159.01,PC,PC,10.5132,0.006,27:07.7,-78:32:59.39,3.762839,0.000002,4.048126,0.018485,12.35619,0.068674,11315.95934,63.24928,17.381957,0.788779,1797.828912,1660.75986,161.6957,347.593,2.519,6979.2,136.5,4.22,0.09,1.58746,0.071714,0.17,0.12,"1,2,12,13,28,32",9/5/18,7/6/21,7/13/21 12:04,low amplitude pulsations ~ 1 day potentially phased with planet period
348770361,161.01,PC,PC,11.4964,0.006,06:44.8,-82:18:58.93,2.768448,0.000008,4.886908,0.08653,3.517067,0.058942,3234.097111,54.28633,5.923334,0.127031,501.534991,1206.966064,33.401924,333.651,,5388,,,,0.9849,,,,"12,13,27,28",9/5/18,7/15/21,7/26/21 12:04,
99493790,162.01,PC,APC,11.6834,0.007,10:33.6,-23:18:20.94,7.76686,0.00094,3.291,0.097,26.810727,0.008501,24391.19922,7.83,17.508699,0.418873,82.9216,840,74,274.733,5.45,5404.700195,43,4.4,2,1.02,0.02,,,1,9/5/18,12/17/19,6/1/21 12:02,
179317684,163.01,CP,CP,10.8719,0.006,19:04.4,-71:53:43.9,4.230939,0.00026,4.441764,0.0615,7.873054,0.132187,7225.122732,121.74172,14.726404,0.720277,1489.196496,1584.374161,33.85797,411.719,8.01,6671,130.6,4.14,0.09,1.66402,0.078106,,,"1,2,3,4,5,6,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37",9/5/18,7/9/21,7/13/21 12:04,TOI-163 b
350743714,165.01,KP,APC,9.6686,0.007,55:32.7,-57:17:26.68,7.757643,0.000002,3.152,0.027,8.523829,0.000105,7820,0.09712,17.3111,,134.383,,384,210.311,1.1585,6038,54,3.96,0.11,1.91,,,,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36",9/5/18,6/8/21,6/21/21 12:03,known brown dwarf/low-mass star discovered by WASP
147203645,166.01,PC,PC,10.7258,0.006,32:47.1,-44:01:04.93,5.06136,0.000552,1.568033,0.082903,5.890381,0.365119,5410.551641,336.23077,9.855955,3.267286,239.127487,1002.945016,14.888445,172.157,0.9805,5254,152.9,4.45,0.36,1.00217,0.053796,,,"1,28",9/5/18,10/5/20,6/1/21 12:02,
149990841,167.01,PC,PC,11.6349,0.006,6:02:39,-64:49:10.14,4.453182309,4.30347E-06,2.043760034,0.031843115,6.415298,0.09387,5891.285643,86.45354,,,356.0098874,1107.860975,71.48352,310.951,158.505,5766,158.9,,,,,,,"1,2,4,5,7,8,9,11,12,27,28,29,31,32,34,35,37",9/5/18,7/28/21,8/10/21 0:00,TOI 167 under investigation no observing notes; no stellar radius; Gaia DR2 Teff + plx indicate sun-like star
369457671,168.01,PC,PC,11.5147,0.006,46:34.5,-37:54:15.83,2.31257,0.00078,1.459,0.202,2.444233,0.007578,2248.689941,6.98,3.38244,0.258351,148.535995,972,9,130.977,0.8125,4801.5,126.199997,,,0.65,0.03,,,1,9/5/18,12/17/19,6/1/21 12:02,
183120439,169.01,PC,CP,11.788,0.006,07:06.9,-75:11:56.2,2.255434,0.000207,1.623271,0.075142,5.744121,0.233599,5276.56033,215.1299,10.935931,0.630846,1472.019912,1579.785672,22.522942,407.84,4.1945,5817,126.7,4.23,0.07,1.29661,0.062118,,,"27,28",9/5/18,10/5/20,6/1/21 12:02,TOI 169 b
394698182,170.01,PC,PC,11.9692,0.006,39:57.5,-83:05:18.66,3.711524,0.000004,2.894543,0.032712,12.641159,0.115269,11575.42063,106.161064,13.813145,0.658406,723.920826,1322.947218,76.932884,428.915,5.21,5973,131.5,4.31,0.08,1.22084,0.057236,,,"12,13,27,28",9/5/18,7/1/21,7/13/21 12:04,TFOP work in progress.
309257814,171.01,PC,PC,11.6626,0.006,17:04.7,-63:12:48.25,1.238602,0.000001,1.673,0.042,14.207118,0.000701,13000,0.645257,13.5788,0.804563,777.69,1471,50,256.345,1.463,5237,183,4.2427,0.42297,1.11,0.07,,,"1,8,9,10,11,28,31,35",9/5/18,6/11/21,6/21/21 12:03,follow-up in progress; TOI 171.01
29857954,172.01,PC,CP,10.7379,0.006,06:31.7,-26:41:34.32,9.476369,0.002479,4.738255,0.194877,3.973084,0.174042,3652.658346,160.28621,10.916339,0.941519,401.805354,1141.888448,8.230656,342.831,7.221,5801.8,235.6,4.32,2,1.78866,0.092879,,,"1,28",9/5/18,10/5/20,6/1/21 12:02,Star to NW checked. Transit likely on the target.
270341214,173.01,PC,PC,8.8784,0.006,13:50.1,-80:34:57.76,29.753588,0.000025,8.088328,0.034589,6.933939,0.062506,6366.044298,57.568787,12.019031,0.505499,86.563174,777.952432,109.72195,152.023,0.6405,6409,197,4.20097,0.320295,1.46863,0.061055,,,"1,13,27,28",8/30/18,7/1/21,7/13/21 12:04,secondary is likely not real but an end-of-orbit systematic. TFOP work in progress.
425997655,174.01,CP,CP,8.7513,0.006,41:50.2,-62:46:02.16,17.667162,0.000066,2.685,1.175,0.760281,0.007918,700,7.29292,2.09166,0.242102,31.3309,659,17,39.0341,0.04005,4813,111,4.38,0.21,0.69,0.04,-0.19,0.08,"1,2,3,4,11,29,30,31,34",10/11/18,6/11/21,6/21/21 12:03,HD 23472 b
425997655,174.02,CP,CP,8.7513,0.006,41:50.2,-62:46:02.16,29.797336,0.000234,2.59,0.421,0.445243,0.000931,410,0.85753,1.48171,0.114917,3.28746,375,9,39.0341,0.04005,4813,111,4.38,0.21,0.69,0.04,-0.19,0.08,"1,2,3,4,11,29,30,31,34",10/19/18,6/11/21,6/21/21 12:03,HD 23472 c
425997655,174.03,PC,PC,8.7513,0.006,41:50.2,-62:46:02.16,12.162312,0.000132,2.639,0.473,0.228029,0.000859,210,0.79083,1.10338,0.095639,20.2445,590,1000,39.0341,0.04005,4813,111,4.38,0.21,0.69,0.04,-0.19,0.08,"1,2,3,4,11,29,30,31,34",12/4/18,6/11/21,6/21/21 12:03,low MES
425997655,174.04,PC,PC,8.7513,0.006,41:50.2,-62:46:02.16,3.976643,0.000035,1.789,0.443,0.119438,0.000655,110,0.603618,0.792578,0.07649,98.3,877,1000,39.0341,0.04005,4813,111,4.38,0.21,0.69,0.04,-0.19,0.08,"1,2,3,4,11,29,30,31,34",12/4/18,6/11/21,6/21/21 12:03,low MES
307210830,175.01,CP,CP,9.41242,0.007,18:07.9,-68:18:52.08,3.690066,0.000256,1.346444,0.109215,2.012154,0.096762,1851.546525,89.11758,1.479192,0.130027,12.679726,481.279333,14.674519,10.6194,0.0032,3469,68,4.9401,0.058929,0.31416,0.009324,,,"2,5,8,9,10,11,12,28,29,32,35,36,37",10/11/18,7/9/21,7/13/21 12:04,L 98-59 c; TOI 175.01
307210830,175.02,CP,CP,9.41242,0.007,18:07.9,-68:18:52.08,7.447298,0.000677,0.800367,0.317336,1.502423,0.145994,1382.82609,134.4568,1.199647,1.006423,4.971534,380.839815,10.20168,10.6194,0.0032,3469,68,4.9401,0.058929,0.31416,0.009324,,,"2,5,8,9,10,11,12,32,35,37",10/11/18,7/9/21,7/13/21 12:04,L 98-59 d / TOI 750.02
307210830,175.03,CP,CP,9.41242,0.007,18:07.9,-68:18:52.08,2.2529,0.000345,1.092403,0.189568,0.931681,0.090132,857.741391,83.011154,1.062019,0.1595,24.481211,567.319843,10.894301,10.6194,0.0032,3469,68,4.9401,0.058929,0.31416,0.009324,,,"2,5,8,9,10,11,12,28,29,32,35,36,37",10/11/18,7/9/21,7/13/21 12:04,L 98-59 b / TOI 175.03
