# Filter Magnitude Uncertainty
2MASS_H 9.1280 0.0300
2MASS_J 9.6950 0.0300
2MASS_Ks 8.8480 0.0300
GROUND_JOHNSON_V 13.7730 0.0380
GROUND_JOHNSON_B 15.2370 0.0720
GaiaDR2v2_G 12.5528 0.0300
GaiaDR2v2_RP 11.3571 0.0300
GaiaDR2v2_BP 14.0662 0.0300
SDSS_g 14.4360 0.0300
SDSS_i 11.8090 0.0450
SDSS_r 13.2100 0.0300
WISE_RSR_W1 8.7240 0.0300
WISE_RSR_W2 8.5760 0.0300
