# Filter Magnitude Uncertainty
2MASS_H 6.6920 0.0460
2MASS_J 7.2600 0.0300
2MASS_Ks 6.5000 0.0300
GROUND_JOHNSON_U 11.8030 0.0300
GROUND_JOHNSON_V 9.5170 0.0300
GROUND_JOHNSON_B 10.7140 0.0570
TYCHO_B_MvB 11.0240 0.0450
TYCHO_V_MvB 9.6740 0.0300
GaiaDR2v2_G 9.0333 0.0300
GaiaDR2v2_RP 8.2475 0.0300
GaiaDR2v2_BP 9.7496 0.0300
SDSS_g 10.4690 0.0570
WISE_RSR_W1 6.4430 0.0720
WISE_RSR_W2 6.4220 0.0300
