#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4300.0555	37.7297	49.7346	4250.3208	4337.7852
logg	4.9794	0.2387	0.3634	4.6160	5.2180
[Fe/H]	-0.1262	0.2454	0.3148	-0.4410	0.1192
dist	23.9244	0.1062	0.1025	23.8219	24.0306
rad	0.6774	0.0192	0.0156	0.6618	0.6967
Av	0.0000	(FIXED)
grav_mass	1.4167	1.0603	0.9557	0.4610	2.4770
lum	0.1412	0.0097	0.0093	0.1319	0.1508
AD	0.2637	0.0072	0.0065	0.2571	0.2709
age	1.1200	7.9598	1.0793	0.0407	13.441847886642357
iso_mas	0.7007	0.0301	0.0270	0.6252	0.7777953123155431
eep	328.7503	14.3324	61.0453	187.0190	345.20596101327516
H_noise	0.1742	0.2552	0.1057	0.0685	0.4294
J_noise	0.0676	0.1002	0.0480	0.0196	0.1678
Ks_noise	0.0663	0.1004	0.0407	0.0255	0.1667
U_noise	0.1458	0.1555	0.0925	0.0534	0.3014
V_noise	0.0424	0.0669	0.0307	0.0116	0.1093
B_noise	0.1404	0.2708	0.1001	0.0402	0.4111
BT_noise	0.1537	0.2179	0.1039	0.0498	0.3716
VT_noise	0.0662	0.0944	0.0472	0.0190	0.1605
G_noise	0.0028	0.0026	0.0017	0.0011	0.0054
RP_noise	0.0155	0.0144	0.0100	0.0055	0.0299
BP_noise	0.0182	0.0129	0.0103	0.0079	0.0311
SDSS_g_noise	0.3978	0.2998	0.1731	0.2247	0.6976
W1_noise	0.2685	0.4322	0.2064	0.0621	0.7007
W2_noise	0.0900	0.1261	0.0600	0.0300	0.2161
