#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5926.9626	66.5255	77.6130	5849.3496	5993.4881
logg	4.0013	0.3478	0.3145	3.6869	4.3491
[Fe/H]	0.3010	0.1446	0.1972	0.1038	0.4456
dist	18.2717	0.0837	0.0851	18.1866	18.3554
rad	1.1597	0.0383	0.0326	1.1272	1.1981
Av	0.0000	(FIXED)
grav_mass	0.3808	0.5059	0.1734	0.2073	0.8866
lum	1.4928	0.1218	0.1124	1.3804	1.6146
AD	0.5904	0.0199	0.0165	0.5739	0.6102
age	4.4008	4.6866	2.8120	0.0266	13.327701544044093
iso_mas	1.0764	0.0937	0.1322	0.8354	1.3341159098776683
eep	401.4122	27.1301	62.7384	202.1755	454.8245426144173
H_noise	0.6672	0.9805	0.4405	0.2267	1.6477
J_noise	0.9080	0.9865	0.5637	0.3443	1.8946
U_noise	0.1047	0.0451	0.0382	0.0665	0.1498
V_noise	0.0193	0.0169	0.0116	0.0077	0.0362
B_noise	0.0545	0.0208	0.0165	0.0379	0.0753
b_noise	0.0304	0.0366	0.0186	0.0118	0.0670
u_noise	0.5636	0.0729	0.0609	0.5026	0.6365
v_noise	0.0861	0.0495	0.0410	0.0451	0.1356
y_noise	0.0450	0.0353	0.0199	0.0251	0.0803
G_noise	0.0100	0.0068	0.0056	0.0044	0.0168
RP_noise	0.0237	0.0164	0.0126	0.0111	0.0400
BP_noise	0.0220	0.0177	0.0130	0.0090	0.0397
