# Filter Magnitude Uncertainty
2MASS_H 4.4240 0.2260
2MASS_J 4.8690 0.2720
GROUND_JOHNSON_U 6.3490 0.0300
GROUND_JOHNSON_V 5.6480 0.0300
GROUND_JOHNSON_B 6.2490 0.0300
STROMGREN_b 6.0350 0.0300
STROMGREN_u 7.5230 0.0300
STROMGREN_v 6.5980 0.0300
STROMGREN_y 5.6650 0.0300
GaiaDR2v2_G 5.5128 0.0300
GaiaDR2v2_RP 5.0643 0.0300
GaiaDR2v2_BP 5.8385 0.0300
