#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5945.7892	124.2823	163.8266	5781.9625	6070.0714
logg	3.6869	0.9294	0.2156	3.4713	4.6164
[Fe/H]	0.4278	0.1585	0.4670	-0.0392	0.5863
dist	18.2658	0.1670	0.1539	18.1118	18.4328
rad	1.1477	0.0817	0.0550	1.0927	1.2294
Av	0.0000	(FIXED)
grav_mass	0.2471	0.7522	0.1504	0.0967	0.9992
lum	1.4867	0.2443	0.2178	1.2689	1.7311
AD	0.5866	0.0400	0.0305	0.5562	0.6267
age	4.4008	4.6866	2.8120	1.5888	9.0874
iso_mass	1.0764	0.0937	0.1322	0.9442	1.1701
eep	401.4122	27.1301	62.7384	338.6738	428.5423
H_noise	0.2919	1.5629	0.4312	-0.1393	1.8548
J_noise	0.3983	1.8238	0.4910	-0.0927	2.2221
U_noise	0.1061	0.0786	0.0813	0.0248	0.1847
V_noise	0.0106	0.0352	0.0117	-0.0011	0.0458
B_noise	0.0491	0.0420	0.0272	0.0218	0.0910
b_noise	0.0147	0.0654	0.0183	-0.0036	0.0801
u_noise	0.5549	0.1363	0.1086	0.4463	0.6912
v_noise	0.0639	0.1096	0.0594	0.0045	0.1735
y_noise	0.0326	0.0640	0.0262	0.0064	0.0967
G_noise	0.0066	0.0153	0.0068	-0.0002	0.0219
RP_noise	0.0158	0.0362	0.0159	-0.0000	0.0521
BP_noise	0.0104	0.0392	0.0111	-0.0007	0.0495
