#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5122.8419	127.0065	123.2710	4999.5709	5249.8484
logg	4.7807	0.5801	1.0773	3.7034	5.3608
[Fe/H]	0.1244	0.3900	0.8178	-0.6933	0.5144
dist	32.5327	0.6899	0.5864	31.9463	33.2226
rad	1.1382	0.0837	0.0604	1.0777	1.2218
Av	0.0000	(FIXED)
grav_mass	0.6161	4.3495	0.5326	0.0835	4.9656
lum	0.8066	0.1479	0.1174	0.6892	0.9545
AD	0.3259	0.0239	0.0196	0.3062	0.3498
age	0.0087	12.9847	0.0000	0.0087	12.9934
iso_mass	0.9528	0.1221	0.0254	0.9275	1.0749
eep	409.0095	15.6266	228.3219	180.6875	424.6361
H_noise	0.1288	0.2364	0.1126	0.0163	0.3653
J_noise	0.0374	0.1679	0.0476	-0.0102	0.2053
Ks_noise	0.0490	0.1939	0.0566	-0.0075	0.2429
V_noise	0.0115	0.0372	0.0124	-0.0009	0.0487
B_noise	0.0566	0.2124	0.0660	-0.0094	0.2690
BT_noise	0.0437	0.1451	0.0484	-0.0047	0.1888
VT_noise	0.0223	0.0992	0.0296	-0.0074	0.1215
G_noise	0.0037	0.0040	0.0037	0.0000	0.0078
RP_noise	0.0168	0.0267	0.0156	0.0012	0.0435
BP_noise	0.0223	0.0162	0.0179	0.0043	0.0385
SDSS_g_noise	0.0283	0.1308	0.0362	-0.0079	0.1591
SDSS_i_noise	0.0655	0.3373	0.0989	-0.0334	0.4028
SDSS_r_noise	0.0362	0.1499	0.0447	-0.0086	0.1860
W1_noise	0.2022	0.7546	0.2312	-0.0291	0.9568
W2_noise	0.1341	0.4258	0.1385	-0.0044	0.5598
