# Filter Magnitude Uncertainty
2MASS_H 5.8980 0.0300
2MASS_J 6.2700 0.0300
2MASS_Ks 5.7180 0.0300
GROUND_JOHNSON_V 7.7770 0.0300
GROUND_JOHNSON_B 8.6280 0.0300
TYCHO_B_MvB 8.8400 0.0300
TYCHO_V_MvB 7.8650 0.0300
GaiaDR2v2_G 7.5271 0.0300
GaiaDR2v2_RP 6.9481 0.0300
GaiaDR2v2_BP 7.9927 0.0300
SDSS_g 8.1780 0.0300
SDSS_i 7.2970 0.0540
SDSS_r 7.5180 0.0300
WISE_RSR_W1 5.8460 0.1000
WISE_RSR_W2 5.6000 0.0500
