# Filter Magnitude Uncertainty
2MASS_H 9.2960 0.0300
2MASS_J 9.5930 0.0300
2MASS_Ks 9.2110 0.0300
GROUND_JOHNSON_V 10.6880 0.0300
GROUND_JOHNSON_B 11.3140 0.0300
TYCHO_B_MvB 11.3510 0.0640
TYCHO_V_MvB 10.9500 0.0670
GaiaDR2v2_G 10.5628 0.0300
GaiaDR2v2_RP 10.0955 0.0300
GaiaDR2v2_BP 10.8941 0.0300
SDSS_g 10.9630 0.0300
SDSS_i 10.4140 0.0300
SDSS_r 10.5320 0.0300
WISE_RSR_W1 9.1920 0.0300
WISE_RSR_W2 9.2190 0.0300
