#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5919.3534	85.9991	53.6098	5865.7435	6005.3524
logg	4.1710	0.3386	0.3291	3.8420	4.5096
[Fe/H]	-0.2047	0.2927	0.2546	-0.4593	0.0880
dist	161.1428	4.8963	4.3670	156.7758	166.0391
rad	1.0312	0.0447	0.0255	1.0056	1.0759
Av	0.0722	0.0337	0.0325	0.0397	0.1060
grav_mass	0.4770	0.5711	0.2552	0.2218	1.0481
lum	1.1988	0.1038	0.0903	1.1085	1.3026
AD	0.0599	0.0025	0.0026	0.0573	0.0625
age	1.2085	7.4519	1.0895	0.0319	13.01825586849784
iso_mas	1.0343	0.0801	0.1666	0.8057	1.190652828513848
eep	381.9933	21.9875	77.6893	202.4284	421.5708945782113
H_noise	0.0632	0.0753	0.0370	0.0262	0.1385
J_noise	0.0666	0.1065	0.0454	0.0212	0.1731
Ks_noise	0.0617	0.0930	0.0390	0.0227	0.1548
V_noise	0.0664	0.0863	0.0387	0.0277	0.1527
B_noise	0.0731	0.0498	0.0368	0.0364	0.1229
BT_noise	0.3357	0.3429	0.2127	0.1230	0.6786
VT_noise	0.3297	0.2742	0.1585	0.1711	0.6039
G_noise	0.0037	0.0023	0.0015	0.0022	0.0060
RP_noise	0.0069	0.0037	0.0031	0.0038	0.0106
BP_noise	0.0071	0.0049	0.0032	0.0038	0.0120
SDSS_g_noise	0.0639	0.0435	0.0310	0.0329	0.1074
SDSS_i_noise	0.0880	0.1076	0.0430	0.0449	0.1955
SDSS_r_noise	0.0623	0.1018	0.0362	0.0260	0.1640
W1_noise	0.0541	0.1097	0.0344	0.0197	0.1638
W2_noise	0.0561	0.0758	0.0335	0.0226	0.1320
