#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5919.3091	144.5792	116.0438	5803.2653	6063.8883
logg	4.1912	0.6303	0.6759	3.5153	4.8215
[Fe/H]	-0.1464	0.5161	0.5596	-0.7060	0.3697
dist	161.3150	8.2330	7.5550	153.7600	169.5480
rad	1.0303	0.0693	0.0462	0.9841	1.0996
Av	0.0815	0.0672	0.0748	0.0067	0.1487
grav_mass	0.2976	0.9851	0.2189	0.0786	1.2827
lum	1.1621	0.2130	0.1256	1.0364	1.3751
AD	0.0596	0.0047	0.0040	0.0556	0.0643
age	1.2085	7.4519	1.0895	0.1191	8.6604
iso_mass	1.0343	0.0801	0.1666	0.8677	1.1144
eep	381.9933	21.9875	77.6893	304.3040	403.9809
H_noise	0.0414	0.1206	0.0496	-0.0083	0.1619
J_noise	0.0327	0.1654	0.0485	-0.0158	0.1981
Ks_noise	0.0312	0.1511	0.0394	-0.0083	0.1823
V_noise	0.0391	0.1389	0.0454	-0.0063	0.1780
B_noise	0.0565	0.0980	0.0531	0.0034	0.1545
BT_noise	0.1597	0.6671	0.1705	-0.0108	0.8268
VT_noise	0.3000	0.4099	0.2581	0.0419	0.7099
G_noise	0.0030	0.0042	0.0021	0.0009	0.0072
RP_noise	0.0058	0.0075	0.0053	0.0005	0.0133
BP_noise	0.0063	0.0101	0.0063	-0.0000	0.0164
SDSS_g_noise	0.0434	0.0835	0.0349	0.0085	0.1268
SDSS_i_noise	0.0646	0.1693	0.0620	0.0026	0.2339
SDSS_r_noise	0.0303	0.1617	0.0417	-0.0114	0.1920
W1_noise	0.0304	0.1647	0.0405	-0.0101	0.1951
W2_noise	0.0288	0.1263	0.0361	-0.0073	0.1551
