#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4845.0853	32.6140	38.9950	4806.0904	4877.6993
logg	4.5559	0.5366	0.5012	4.0547	5.0925
[Fe/H]	0.2011	0.2000	0.3702	-0.1692	0.4011
dist	45.5981	0.3404	0.3638	45.2342	45.9384
rad	0.7526	0.0171	0.0143	0.7384	0.7697
Av	0.0000	(FIXED)
grav_mass	0.4967	1.2296	0.3689	0.1279	1.7263
lum	0.2805	0.0155	0.0135	0.2670	0.2959
AD	0.1537	0.0036	0.0033	0.1505	0.1573
age	1.2671	6.2004	1.2131	0.0540	13.488262748726525
iso_mas	0.8158	0.0323	0.0475	0.7149	0.8897172155545311
eep	332.0494	18.1573	55.6069	195.3019	364.3921454292126
H_noise	0.1228	0.1459	0.0750	0.0478	0.2687
J_noise	0.0543	0.0825	0.0345	0.0198	0.1368
Ks_noise	0.0833	0.1065	0.0532	0.0301	0.1898
V_noise	0.3636	0.6112	0.2422	0.1214	0.9748
B_noise	0.1318	0.1220	0.0708	0.0611	0.2539
BT_noise	0.1976	0.2777	0.1291	0.0685	0.4753
VT_noise	0.0929	0.1336	0.0637	0.0291	0.2265
G_noise	0.0038	0.0027	0.0023	0.0015	0.0066
RP_noise	0.0197	0.0168	0.0110	0.0086	0.0364
BP_noise	0.0232	0.0133	0.0115	0.0117	0.0365
SDSS_g_noise	0.1760	0.2985	0.1226	0.0534	0.4744
SDSS_i_noise	0.0644	0.0664	0.0317	0.0327	0.1307
SDSS_r_noise	0.0602	0.0878	0.0385	0.0217	0.1479
W1_noise	0.1196	0.1432	0.0716	0.0480	0.2628
W2_noise	0.0705	0.0981	0.0437	0.0267	0.1685
