# Filter Magnitude Uncertainty
2MASS_H 7.5570 0.0310
2MASS_J 8.0350 0.0300
2MASS_Ks 7.4590 0.0300
GROUND_JOHNSON_V 9.8560 0.1380
GROUND_JOHNSON_B 10.7290 0.0300
TYCHO_B_MvB 11.0650 0.0580
TYCHO_V_MvB 9.8780 0.0320
GaiaDR2v2_G 9.4773 0.0300
GaiaDR2v2_RP 8.8295 0.0300
GaiaDR2v2_BP 10.0205 0.0300
SDSS_g 10.2860 0.0660
SDSS_i 9.1480 0.0300
SDSS_r 9.4120 0.0300
WISE_RSR_W1 7.3450 0.0320
WISE_RSR_W2 7.4590 0.0300
