# Filter Magnitude Uncertainty
2MASS_H 9.1120 0.0300
2MASS_J 9.4660 0.0300
2MASS_Ks 8.9950 0.0300
GROUND_JOHNSON_V 10.8920 0.0300
GROUND_JOHNSON_B 11.7010 0.0300
TYCHO_B_MvB 11.8820 0.0770
TYCHO_V_MvB 11.1020 0.0650
GaiaDR2v2_G 10.7180 0.0300
GaiaDR2v2_RP 10.1500 0.0300
GaiaDR2v2_BP 11.1534 0.0300
SDSS_g 11.2680 0.0300
SDSS_i 10.4580 0.0410
SDSS_r 10.6620 0.0300
WISE_RSR_W1 8.9450 0.0300
WISE_RSR_W2 9.0060 0.0300
