#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4329.0078	53.9938	151.1826	4177.8252	4383.0015
logg	4.7391	0.6346	0.6811	4.0580	5.3738
[Fe/H]	0.3629	0.2084	0.9900	-0.6272	0.5713
dist	48.6005	0.4030	0.4714	48.1291	49.0035
rad	0.6313	0.0488	0.0244	0.6069	0.6801
Av	0.0000	(FIXED)
grav_mass	0.4494	1.4433	0.4159	0.0335	1.8927
lum	0.1231	0.0220	0.0184	0.1047	0.1451
AD	0.1208	0.0095	0.0047	0.1161	0.1303
age	1.8636	8.7486	1.7946	0.0690	10.6122
iso_mass	0.6652	0.0230	0.0315	0.6338	0.6882
eep	329.1317	13.1534	51.6019	277.5298	342.2852
H_noise	0.0532	0.2097	0.0653	-0.0121	0.2630
J_noise	0.0399	0.1787	0.0548	-0.0149	0.2186
Ks_noise	0.0493	0.2190	0.0646	-0.0153	0.2683
V_noise	0.0304	0.0597	0.0312	-0.0008	0.0902
B_noise	0.1338	0.1105	0.1045	0.0293	0.2444
BT_noise	0.4723	1.4022	0.4814	-0.0091	1.8746
VT_noise	0.4557	0.8351	0.3432	0.1126	1.2908
G_noise	0.0024	0.0027	0.0024	0.0000	0.0052
RP_noise	0.0025	0.0068	0.0028	-0.0003	0.0093
BP_noise	0.0054	0.0120	0.0054	0.0000	0.0175
SDSS_g_noise	0.0823	0.1049	0.0503	0.0320	0.1872
SDSS_i_noise	0.0658	0.3806	0.0924	-0.0266	0.4464
SDSS_r_noise	0.0536	0.3338	0.0811	-0.0275	0.3874
W1_noise	0.0538	0.2124	0.0622	-0.0084	0.2662
W2_noise	0.0456	0.1929	0.0524	-0.0068	0.2385
