# Filter Magnitude Uncertainty
2MASS_H 8.2860 0.0300
2MASS_J 8.8890 0.0300
2MASS_Ks 8.1220 0.0300
GROUND_JOHNSON_V 11.2090 0.0300
GROUND_JOHNSON_B 12.4000 0.0300
TYCHO_B_MvB 12.9830 0.1970
TYCHO_V_MvB 11.6750 0.0960
GaiaDR2v2_G 10.7241 0.0300
GaiaDR2v2_RP 9.9215 0.0300
GaiaDR2v2_BP 11.4525 0.0300
SDSS_g 11.8210 0.0300
SDSS_i 10.3030 0.0460
SDSS_r 10.7360 0.0390
WISE_RSR_W1 8.0960 0.0300
WISE_RSR_W2 8.1330 0.0300
