#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4297.0080	33.9823	62.1804	4234.8276	4330.9903
logg	4.7271	0.3701	0.4555	4.2716	5.0972
[Fe/H]	0.1306	0.2483	0.5156	-0.3851	0.3788
dist	48.5777	0.2628	0.3032	48.2745	48.8404
rad	0.6384	0.0222	0.0159	0.6225	0.6606
Av	0.0000	(FIXED)
grav_mass	0.7030	0.7176	0.5510	0.1520	1.4206
lum	0.1239	0.0105	0.0086	0.1153	0.1344
AD	0.1224	0.0042	0.0033	0.1191	0.1266
age	1.8636	8.7486	1.7946	0.0690	13.438718430739074
iso_mas	0.6652	0.0230	0.0315	0.6088	0.7580863846966306
eep	329.1317	13.1534	51.6019	193.5501	344.30875773270907
H_noise	0.0875	0.1412	0.0575	0.0301	0.2287
J_noise	0.0614	0.1306	0.0459	0.0155	0.1920
Ks_noise	0.0843	0.1466	0.0586	0.0256	0.2309
V_noise	0.0338	0.0424	0.0209	0.0129	0.0762
B_noise	0.1258	0.0854	0.0595	0.0663	0.2113
BT_noise	0.6458	1.0172	0.4238	0.2219	1.6630
VT_noise	0.5705	0.5962	0.3023	0.2682	1.1666
G_noise	0.0024	0.0020	0.0017	0.0008	0.0044
RP_noise	0.0033	0.0044	0.0022	0.0011	0.0078
BP_noise	0.0067	0.0076	0.0036	0.0031	0.0142
SDSS_g_noise	0.0963	0.0678	0.0398	0.0565	0.1642
SDSS_i_noise	0.1361	0.2608	0.1060	0.0301	0.3970
SDSS_r_noise	0.1012	0.2411	0.0714	0.0298	0.3423
W1_noise	0.0803	0.1469	0.0538	0.0265	0.2272
W2_noise	0.0782	0.1221	0.0466	0.0316	0.2003
